example_id                                                                                        | status  | run_time              |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:15]                                                | passed  | 0.09444 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:16]                                                | passed  | 0.0892 seconds        |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:17]                                                | passed  | 0.08992 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:18]                                                | passed  | 0.09121 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:19]                                                | passed  | 0.09266 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:20]                                                | passed  | 0.09551 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:21]                                                | passed  | 0.09242 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:22]                                                | passed  | 0.08844 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:23]                                                | pending | 0.00003 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:24]                                                | passed  | 0.09048 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:25]                                                | passed  | 0.09115 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:26]                                                | pending | 0.00002 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:27]                                                | pending | 0.00001 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:28]                                                | passed  | 0.08868 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:29]                                                | pending | 0.00002 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:30]                                                | passed  | 0.08842 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:31]                                                | passed  | 0.11546 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:32]                                                | passed  | 0.08618 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:33:1]                                              | passed  | 0.18758 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:33:2]                                              | passed  | 0.16686 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:34]                                                | passed  | 0.12738 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:35]                                                | passed  | 0.08428 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:36]                                                | passed  | 0.0999 seconds        |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:37]                                                | passed  | 0.12869 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:1:1:1]                                          | passed  | 0.08694 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:1:2:1]                                          | passed  | 0.13957 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:1:3:1]                                          | passed  | 0.14493 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:1:4:1]                                          | passed  | 0.13894 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:1:5:1]                                          | passed  | 0.14095 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:2:1:1]                                          | passed  | 0.15444 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:2:2:1]                                          | passed  | 0.25762 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:38:2:3:1]                                          | passed  | 0.23495 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:1]                                              | passed  | 0.08884 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:2]                                              | passed  | 0.08791 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:3]                                              | passed  | 0.08636 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:4]                                              | passed  | 0.11716 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:5]                                              | passed  | 0.0863 seconds        |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:6]                                              | passed  | 0.16441 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:7]                                              | passed  | 0.08693 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:8]                                              | passed  | 0.08785 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:9]                                              | passed  | 0.08197 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:2:1:39:10]                                             | passed  | 0.09022 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:3]                                                     | passed  | 0.08826 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:4]                                                     | passed  | 0.14433 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:5]                                                     | passed  | 0.0478 seconds        |
./spec/adapters/indexing_adapter_spec.rb[1:6]                                                     | passed  | 0.02624 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:7]                                                     | passed  | 0.04142 seconds       |
./spec/adapters/indexing_adapter_spec.rb[1:8]                                                     | passed  | 0.09264 seconds       |
./spec/adapters/instrumented_adapter_spec.rb[1:1:1]                                               | passed  | 0.03398 seconds       |
