"uri","code","label"
"http://id.loc.gov/vocabulary/iso639-2/byn","byn","Blin"
"http://id.loc.gov/vocabulary/iso639-2/nob","nob","Bokmål, Norwegian"
"http://id.loc.gov/vocabulary/iso639-2/bos","bos","Bosnian"
"http://id.loc.gov/vocabulary/iso639-2/bra","bra","Braj"
"http://id.loc.gov/vocabulary/iso639-2/bre","bre","Breton"
"http://id.loc.gov/vocabulary/iso639-2/bug","bug","Buginese"
"http://id.loc.gov/vocabulary/iso639-2/bul","bul","Bulgarian"
"http://id.loc.gov/vocabulary/iso639-2/bua","bua","Buriat"
"http://id.loc.gov/vocabulary/iso639-2/bur","bur","Burmese"
"http://id.loc.gov/vocabulary/iso639-2/mya","mya","Burmese"
"http://id.loc.gov/vocabulary/iso639-2/cad","cad","Caddo"
"http://id.loc.gov/vocabulary/iso639-2/cat","cat","Catalan"
"http://id.loc.gov/vocabulary/iso639-2/cau","cau","Caucasian languages"
"http://id.loc.gov/vocabulary/iso639-2/ceb","ceb","Cebuano"
"http://id.loc.gov/vocabulary/iso639-2/cel","cel","Celtic languages"
"http://id.loc.gov/vocabulary/iso639-2/cai","cai","Central American Indian languages"
"http://id.loc.gov/vocabulary/iso639-2/khm","khm","Central Khmer"
"http://id.loc.gov/vocabulary/iso639-2/chg","chg","Chagatai"
"http://id.loc.gov/vocabulary/iso639-2/cmc","cmc","Chamic languages"
"http://id.loc.gov/vocabulary/iso639-2/cha","cha","Chamorro"
"http://id.loc.gov/vocabulary/iso639-2/che","che","Chechen"
"http://id.loc.gov/vocabulary/iso639-2/chr","chr","Cherokee"
"http://id.loc.gov/vocabulary/iso639-2/chy","chy","Cheyenne"
"http://id.loc.gov/vocabulary/iso639-2/chb","chb","Chibcha"
"http://id.loc.gov/vocabulary/iso639-2/nya","nya","Chichewa"
"http://id.loc.gov/vocabulary/iso639-2/chi","chi","Chinese"
"http://id.loc.gov/vocabulary/iso639-2/zho","zho","Chinese"
"http://id.loc.gov/vocabulary/iso639-2/chn","chn","Chinook jargon"
"http://id.loc.gov/vocabulary/iso639-2/chp","chp","Chipewyan"
"http://id.loc.gov/vocabulary/iso639-2/cho","cho","Choctaw"
"http://id.loc.gov/vocabulary/iso639-2/chu","chu","Church Slavic"
"http://id.loc.gov/vocabulary/iso639-2/chk","chk","Chuukese"
"http://id.loc.gov/vocabulary/iso639-2/chv","chv","Chuvash"
"http://id.loc.gov/vocabulary/iso639-2/nwc","nwc","Classical Newari"
"http://id.loc.gov/vocabulary/iso639-2/syc","syc","Classical Syriac"
"http://id.loc.gov/vocabulary/iso639-2/cop","cop","Coptic"
"http://id.loc.gov/vocabulary/iso639-2/cor","cor","Cornish"
"http://id.loc.gov/vocabulary/iso639-2/cos","cos","Corsican"
"http://id.loc.gov/vocabulary/iso639-2/cre","cre","Cree"
"http://id.loc.gov/vocabulary/iso639-2/mus","mus","Creek"
"http://id.loc.gov/vocabulary/iso639-2/crp","crp","Creoles and pidgins"
"http://id.loc.gov/vocabulary/iso639-2/cpe","cpe","Creoles and pidgins, English based"
"http://id.loc.gov/vocabulary/iso639-2/cpf","cpf","Creoles and pidgins, French-based"
"http://id.loc.gov/vocabulary/iso639-2/cpp","cpp","Creoles and pidgins, Portuguese-based"
"http://id.loc.gov/vocabulary/iso639-2/crh","crh","Crimean Tatar"
"http://id.loc.gov/vocabulary/iso639-2/hrv","hrv","Croatian"
"http://id.loc.gov/vocabulary/iso639-2/cus","cus","Cushitic languages"
"http://id.loc.gov/vocabulary/iso639-2/cze","cze","Czech"
"http://id.loc.gov/vocabulary/iso639-2/ces","ces","Czech"
"http://id.loc.gov/vocabulary/iso639-2/dak","dak","Dakota"
"http://id.loc.gov/vocabulary/iso639-2/dan","dan","Danish"
"http://id.loc.gov/vocabulary/iso639-2/dar","dar","Dargwa"
"http://id.loc.gov/vocabulary/iso639-2/del","del","Delaware"
"http://id.loc.gov/vocabulary/iso639-2/din","din","Dinka"
"http://id.loc.gov/vocabulary/iso639-2/div","div","Divehi"
"http://id.loc.gov/vocabulary/iso639-2/doi","doi","Dogri"
"http://id.loc.gov/vocabulary/iso639-2/dgr","dgr","Dogrib"
"http://id.loc.gov/vocabulary/iso639-2/dra","dra","Dravidian languages"
"http://id.loc.gov/vocabulary/iso639-2/dua","dua","Duala"
"http://id.loc.gov/vocabulary/iso639-2/dut","dut","Dutch"
"http://id.loc.gov/vocabulary/iso639-2/nld","nld","Dutch"
"http://id.loc.gov/vocabulary/iso639-2/dum","dum","Dutch, Middle (ca.1050-1350)"
"http://id.loc.gov/vocabulary/iso639-2/dyu","dyu","Dyula"
"http://id.loc.gov/vocabulary/iso639-2/dzo","dzo","Dzongkha"
"http://id.loc.gov/vocabulary/iso639-2/frs","frs","Eastern Frisian"
"http://id.loc.gov/vocabulary/iso639-2/efi","efi","Efik"
"http://id.loc.gov/vocabulary/iso639-2/egy","egy","Egyptian (Ancient)"
"http://id.loc.gov/vocabulary/iso639-2/eka","eka","Ekajuk"
"http://id.loc.gov/vocabulary/iso639-2/elx","elx","Elamite"
"http://id.loc.gov/vocabulary/iso639-2/eng","eng","English"
"http://id.loc.gov/vocabulary/iso639-2/enm","enm","English, Middle (1100-1500)"
"http://id.loc.gov/vocabulary/iso639-2/ang","ang","English, Old (ca.450-1100)"
"http://id.loc.gov/vocabulary/iso639-2/myv","myv","Erzya"
"http://id.loc.gov/vocabulary/iso639-2/epo","epo","Esperanto"
"http://id.loc.gov/vocabulary/iso639-2/est","est","Estonian"
"http://id.loc.gov/vocabulary/iso639-2/ewe","ewe","Ewe"
"http://id.loc.gov/vocabulary/iso639-2/ewo","ewo","Ewondo"
"http://id.loc.gov/vocabulary/iso639-2/fan","fan","Fang"
"http://id.loc.gov/vocabulary/iso639-2/fat","fat","Fanti"
"http://id.loc.gov/vocabulary/iso639-2/fao","fao","Faroese"
"http://id.loc.gov/vocabulary/iso639-2/fij","fij","Fijian"
"http://id.loc.gov/vocabulary/iso639-2/fil","fil","Filipino"
"http://id.loc.gov/vocabulary/iso639-2/fin","fin","Finnish"
"http://id.loc.gov/vocabulary/iso639-2/fiu","fiu","Finno-Ugrian languages"
"http://id.loc.gov/vocabulary/iso639-2/fon","fon","Fon"
"http://id.loc.gov/vocabulary/iso639-2/fre","fre","French"
"http://id.loc.gov/vocabulary/iso639-2/fra","fra","French"
"http://id.loc.gov/vocabulary/iso639-2/frm","frm","French, Middle (ca.1400-1600)"
"http://id.loc.gov/vocabulary/iso639-2/fro","fro","French, Old (842-ca.1400)"
"http://id.loc.gov/vocabulary/iso639-2/fur","fur","Friulian"
"http://id.loc.gov/vocabulary/iso639-2/ful","ful","Fulah"
"http://id.loc.gov/vocabulary/iso639-2/gaa","gaa","Ga"
"http://id.loc.gov/vocabulary/iso639-2/gla","gla","Gaelic"
"http://id.loc.gov/vocabulary/iso639-2/car","car","Galibi Carib"
"http://id.loc.gov/vocabulary/iso639-2/glg","glg","Galician"
"http://id.loc.gov/vocabulary/iso639-2/lug","lug","Ganda"
"http://id.loc.gov/vocabulary/iso639-2/gay","gay","Gayo"
"http://id.loc.gov/vocabulary/iso639-2/gba","gba","Gbaya"
"http://id.loc.gov/vocabulary/iso639-2/gez","gez","Geez"
"http://id.loc.gov/vocabulary/iso639-2/geo","geo","Georgian"
"http://id.loc.gov/vocabulary/iso639-2/kat","kat","Georgian"
"http://id.loc.gov/vocabulary/iso639-2/ger","ger","German"
"http://id.loc.gov/vocabulary/iso639-2/deu","deu","German"
"http://id.loc.gov/vocabulary/iso639-2/gmh","gmh","German, Middle High (ca.1050-1500)"
"http://id.loc.gov/vocabulary/iso639-2/goh","goh","German, Old High (ca.750-1050)"
"http://id.loc.gov/vocabulary/iso639-2/gem","gem","Germanic languages"
"http://id.loc.gov/vocabulary/iso639-2/gil","gil","Gilbertese"
"http://id.loc.gov/vocabulary/iso639-2/gon","gon","Gondi"
"http://id.loc.gov/vocabulary/iso639-2/gor","gor","Gorontalo"
"http://id.loc.gov/vocabulary/iso639-2/got","got","Gothic"
"http://id.loc.gov/vocabulary/iso639-2/grb","grb","Grebo"
"http://id.loc.gov/vocabulary/iso639-2/grc","grc","Greek, Ancient (to 1453)"
"http://id.loc.gov/vocabulary/iso639-2/gre","gre","Greek, Modern (1453-)"
"http://id.loc.gov/vocabulary/iso639-2/ell","ell","Greek, Modern (1453-)"
"http://id.loc.gov/vocabulary/iso639-2/grn","grn","Guarani"
"http://id.loc.gov/vocabulary/iso639-2/guj","guj","Gujarati"
"http://id.loc.gov/vocabulary/iso639-2/gwi","gwi","Gwich'in"
"http://id.loc.gov/vocabulary/iso639-2/hai","hai","Haida"
"http://id.loc.gov/vocabulary/iso639-2/hat","hat","Haitian"
"http://id.loc.gov/vocabulary/iso639-2/hau","hau","Hausa"
"http://id.loc.gov/vocabulary/iso639-2/haw","haw","Hawaiian"
"http://id.loc.gov/vocabulary/iso639-2/heb","heb","Hebrew"
"http://id.loc.gov/vocabulary/iso639-2/her","her","Herero"
"http://id.loc.gov/vocabulary/iso639-2/hil","hil","Hiligaynon"
"http://id.loc.gov/vocabulary/iso639-2/him","him","Himachali languages"
"http://id.loc.gov/vocabulary/iso639-2/hin","hin","Hindi"
"http://id.loc.gov/vocabulary/iso639-2/hmo","hmo","Hiri Motu"
"http://id.loc.gov/vocabulary/iso639-2/hit","hit","Hittite"
"http://id.loc.gov/vocabulary/iso639-2/hmn","hmn","Hmong"
"http://id.loc.gov/vocabulary/iso639-2/hun","hun","Hungarian"
"http://id.loc.gov/vocabulary/iso639-2/hup","hup","Hupa"
"http://id.loc.gov/vocabulary/iso639-2/iba","iba","Iban"
"http://id.loc.gov/vocabulary/iso639-2/ice","ice","Icelandic"
"http://id.loc.gov/vocabulary/iso639-2/isl","isl","Icelandic"
"http://id.loc.gov/vocabulary/iso639-2/ido","ido","Ido"
"http://id.loc.gov/vocabulary/iso639-2/ibo","ibo","Igbo"
"http://id.loc.gov/vocabulary/iso639-2/ijo","ijo","Ijo languages"
"http://id.loc.gov/vocabulary/iso639-2/ilo","ilo","Iloko"
"http://id.loc.gov/vocabulary/iso639-2/smn","smn","Inari Sami"
"http://id.loc.gov/vocabulary/iso639-2/inc","inc","Indic languages"
"http://id.loc.gov/vocabulary/iso639-2/ine","ine","Indo-European languages"
"http://id.loc.gov/vocabulary/iso639-2/ind","ind","Indonesian"
"http://id.loc.gov/vocabulary/iso639-2/inh","inh","Ingush"
"http://id.loc.gov/vocabulary/iso639-2/ina","ina","Interlingua (International Auxiliary Language Association)"
"http://id.loc.gov/vocabulary/iso639-2/ile","ile","Interlingue"
"http://id.loc.gov/vocabulary/iso639-2/iku","iku","Inuktitut"
"http://id.loc.gov/vocabulary/iso639-2/ipk","ipk","Inupiaq"
"http://id.loc.gov/vocabulary/iso639-2/ira","ira","Iranian languages"
"http://id.loc.gov/vocabulary/iso639-2/gle","gle","Irish"
"http://id.loc.gov/vocabulary/iso639-2/mga","mga","Irish, Middle (900-1200)"
"http://id.loc.gov/vocabulary/iso639-2/sga","sga","Irish, Old (to 900)"
"http://id.loc.gov/vocabulary/iso639-2/iro","iro","Iroquoian languages"
"http://id.loc.gov/vocabulary/iso639-2/ita","ita","Italian"
"http://id.loc.gov/vocabulary/iso639-2/jpn","jpn","Japanese"
"http://id.loc.gov/vocabulary/iso639-2/jav","jav","Javanese"
"http://id.loc.gov/vocabulary/iso639-2/jrb","jrb","Judeo-Arabic"
"http://id.loc.gov/vocabulary/iso639-2/jpr","jpr","Judeo-Persian"
"http://id.loc.gov/vocabulary/iso639-2/kbd","kbd","Kabardian"
"http://id.loc.gov/vocabulary/iso639-2/kab","kab","Kabyle"
"http://id.loc.gov/vocabulary/iso639-2/kac","kac","Kachin"
"http://id.loc.gov/vocabulary/iso639-2/kal","kal","Kalaallisut"
"http://id.loc.gov/vocabulary/iso639-2/xal","xal","Kalmyk"
"http://id.loc.gov/vocabulary/iso639-2/kam","kam","Kamba"
"http://id.loc.gov/vocabulary/iso639-2/kan","kan","Kannada"
"http://id.loc.gov/vocabulary/iso639-2/kau","kau","Kanuri"
"http://id.loc.gov/vocabulary/iso639-2/kaa","kaa","Kara-Kalpak"
"http://id.loc.gov/vocabulary/iso639-2/krc","krc","Karachay-Balkar"
"http://id.loc.gov/vocabulary/iso639-2/krl","krl","Karelian"
"http://id.loc.gov/vocabulary/iso639-2/kar","kar","Karen languages"
"http://id.loc.gov/vocabulary/iso639-2/kas","kas","Kashmiri"
"http://id.loc.gov/vocabulary/iso639-2/csb","csb","Kashubian"
"http://id.loc.gov/vocabulary/iso639-2/kaw","kaw","Kawi"
"http://id.loc.gov/vocabulary/iso639-2/kaz","kaz","Kazakh"
"http://id.loc.gov/vocabulary/iso639-2/kha","kha","Khasi"
"http://id.loc.gov/vocabulary/iso639-2/khi","khi","Khoisan languages"
"http://id.loc.gov/vocabulary/iso639-2/kho","kho","Khotanese"
"http://id.loc.gov/vocabulary/iso639-2/kik","kik","Kikuyu"
"http://id.loc.gov/vocabulary/iso639-2/kmb","kmb","Kimbundu"
"http://id.loc.gov/vocabulary/iso639-2/kin","kin","Kinyarwanda"
"http://id.loc.gov/vocabulary/iso639-2/kir","kir","Kirghiz"
"http://id.loc.gov/vocabulary/iso639-2/tlh","tlh","Klingon"
"http://id.loc.gov/vocabulary/iso639-2/kom","kom","Komi"
"http://id.loc.gov/vocabulary/iso639-2/kon","kon","Kongo"
"http://id.loc.gov/vocabulary/iso639-2/kok","kok","Konkani"
"http://id.loc.gov/vocabulary/iso639-2/kor","kor","Korean"
"http://id.loc.gov/vocabulary/iso639-2/kos","kos","Kosraean"
"http://id.loc.gov/vocabulary/iso639-2/kpe","kpe","Kpelle"
"http://id.loc.gov/vocabulary/iso639-2/kro","kro","Kru languages"
"http://id.loc.gov/vocabulary/iso639-2/kua","kua","Kuanyama"
"http://id.loc.gov/vocabulary/iso639-2/kum","kum","Kumyk"
"http://id.loc.gov/vocabulary/iso639-2/kur","kur","Kurdish"
"http://id.loc.gov/vocabulary/iso639-2/kru","kru","Kurukh"
"http://id.loc.gov/vocabulary/iso639-2/kut","kut","Kutenai"
"http://id.loc.gov/vocabulary/iso639-2/lad","lad","Ladino"
"http://id.loc.gov/vocabulary/iso639-2/lah","lah","Lahnda"
"http://id.loc.gov/vocabulary/iso639-2/lam","lam","Lamba"
"http://id.loc.gov/vocabulary/iso639-2/day","day","Land Dayak languages"
"http://id.loc.gov/vocabulary/iso639-2/lao","lao","Lao"
"http://id.loc.gov/vocabulary/iso639-2/lat","lat","Latin"
"http://id.loc.gov/vocabulary/iso639-2/lav","lav","Latvian"
"http://id.loc.gov/vocabulary/iso639-2/lez","lez","Lezghian"
"http://id.loc.gov/vocabulary/iso639-2/lim","lim","Limburgan"
"http://id.loc.gov/vocabulary/iso639-2/lin","lin","Lingala"
"http://id.loc.gov/vocabulary/iso639-2/lit","lit","Lithuanian"
"http://id.loc.gov/vocabulary/iso639-2/jbo","jbo","Lojban"
"http://id.loc.gov/vocabulary/iso639-2/nds","nds","Low German"
"http://id.loc.gov/vocabulary/iso639-2/dsb","dsb","Lower Sorbian"
"http://id.loc.gov/vocabulary/iso639-2/loz","loz","Lozi"
"http://id.loc.gov/vocabulary/iso639-2/lub","lub","Luba-Katanga"
"http://id.loc.gov/vocabulary/iso639-2/lua","lua","Luba-Lulua"
"http://id.loc.gov/vocabulary/iso639-2/lui","lui","Luiseno"
"http://id.loc.gov/vocabulary/iso639-2/smj","smj","Lule Sami"
"http://id.loc.gov/vocabulary/iso639-2/lun","lun","Lunda"
"http://id.loc.gov/vocabulary/iso639-2/luo","luo","Luo (Kenya and Tanzania)"
"http://id.loc.gov/vocabulary/iso639-2/lus","lus","Lushai"
"http://id.loc.gov/vocabulary/iso639-2/ltz","ltz","Luxembourgish"
"http://id.loc.gov/vocabulary/iso639-2/mac","mac","Macedonian"
"http://id.loc.gov/vocabulary/iso639-2/mkd","mkd","Macedonian"
"http://id.loc.gov/vocabulary/iso639-2/mad","mad","Madurese"
"http://id.loc.gov/vocabulary/iso639-2/mag","mag","Magahi"
"http://id.loc.gov/vocabulary/iso639-2/mai","mai","Maithili"
"http://id.loc.gov/vocabulary/iso639-2/mak","mak","Makasar"
"http://id.loc.gov/vocabulary/iso639-2/mlg","mlg","Malagasy"
"http://id.loc.gov/vocabulary/iso639-2/may","may","Malay"
"http://id.loc.gov/vocabulary/iso639-2/msa","msa","Malay"
"http://id.loc.gov/vocabulary/iso639-2/mal","mal","Malayalam"
"http://lexvo.org/id/iso639-3/miq","miq","Miskito"
"http://id.loc.gov/vocabulary/iso639-2/mlt","mlt","Maltese"
"http://id.loc.gov/vocabulary/iso639-2/mnc","mnc","Manchu"
"http://id.loc.gov/vocabulary/iso639-2/mdr","mdr","Mandar"
"http://id.loc.gov/vocabulary/iso639-2/man","man","Mandingo"
"http://id.loc.gov/vocabulary/iso639-2/mni","mni","Manipuri"
"http://id.loc.gov/vocabulary/iso639-2/mno","mno","Manobo languages"
"http://id.loc.gov/vocabulary/iso639-2/glv","glv","Manx"
"http://id.loc.gov/vocabulary/iso639-2/mao","mao","Maori"
"http://id.loc.gov/vocabulary/iso639-2/mri","mri","Maori"
"http://id.loc.gov/vocabulary/iso639-2/arn","arn","Mapudungun"
"http://id.loc.gov/vocabulary/iso639-2/mar","mar","Marathi"
"http://id.loc.gov/vocabulary/iso639-2/chm","chm","Mari"
"http://id.loc.gov/vocabulary/iso639-2/mah","mah","Marshallese"
"http://id.loc.gov/vocabulary/iso639-2/mwr","mwr","Marwari"
"http://id.loc.gov/vocabulary/iso639-2/mas","mas","Masai"
"http://id.loc.gov/vocabulary/iso639-2/myn","myn","Mayan languages"
"http://id.loc.gov/vocabulary/iso639-2/men","men","Mende"
"http://id.loc.gov/vocabulary/iso639-2/mic","mic","Mi'kmaq"
"http://id.loc.gov/vocabulary/iso639-2/min","min","Minangkabau"
"http://id.loc.gov/vocabulary/iso639-2/mwl","mwl","Mirandese"
"http://id.loc.gov/vocabulary/iso639-2/moh","moh","Mohawk"
"http://id.loc.gov/vocabulary/iso639-2/mdf","mdf","Moksha"
"http://id.loc.gov/vocabulary/iso639-2/mkh","mkh","Mon-Khmer languages"
"http://id.loc.gov/vocabulary/iso639-2/lol","lol","Mongo"
"http://id.loc.gov/vocabulary/iso639-2/mon","mon","Mongolian"
"http://id.loc.gov/vocabulary/iso639-2/mos","mos","Mossi"
"http://id.loc.gov/vocabulary/iso639-2/mul","mul","Multiple languages"
"http://id.loc.gov/vocabulary/iso639-2/mun","mun","Munda languages"
"http://id.loc.gov/vocabulary/iso639-2/nqo","nqo","N'Ko"
"http://id.loc.gov/vocabulary/iso639-2/nah","nah","Nahuatl languages"
"http://id.loc.gov/vocabulary/iso639-2/nau","nau","Nauru"
"http://id.loc.gov/vocabulary/iso639-2/nav","nav","Navajo"
"http://id.loc.gov/vocabulary/iso639-2/nde","nde","Ndebele, North"
"http://id.loc.gov/vocabulary/iso639-2/nbl","nbl","Ndebele, South"
"http://id.loc.gov/vocabulary/iso639-2/ndo","ndo","Ndonga"
"http://id.loc.gov/vocabulary/iso639-2/nap","nap","Neapolitan"
"http://id.loc.gov/vocabulary/iso639-2/new","new","Nepal Bhasa"
"http://id.loc.gov/vocabulary/iso639-2/nep","nep","Nepali"
"http://id.loc.gov/vocabulary/iso639-2/nia","nia","Nias"
"http://id.loc.gov/vocabulary/iso639-2/nic","nic","Niger-Kordofanian languages"
"http://id.loc.gov/vocabulary/iso639-2/ssa","ssa","Nilo-Saharan languages"
"http://id.loc.gov/vocabulary/iso639-2/niu","niu","Niuean"
"http://id.loc.gov/vocabulary/iso639-2/nog","nog","Nogai"
"http://id.loc.gov/vocabulary/iso639-2/non","non","Norse, Old"
"http://id.loc.gov/vocabulary/iso639-2/nai","nai","North American Indian languages"
"http://id.loc.gov/vocabulary/iso639-2/frr","frr","Northern Frisian"
"http://id.loc.gov/vocabulary/iso639-2/sme","sme","Northern Sami"
"http://id.loc.gov/vocabulary/iso639-2/nor","nor","Norwegian"
"http://id.loc.gov/vocabulary/iso639-2/nno","nno","Norwegian Nynorsk"
"http://id.loc.gov/vocabulary/iso639-2/nub","nub","Nubian languages"
"http://id.loc.gov/vocabulary/iso639-2/nym","nym","Nyamwezi"
"http://id.loc.gov/vocabulary/iso639-2/nyn","nyn","Nyankole"
"http://id.loc.gov/vocabulary/iso639-2/nyo","nyo","Nyoro"
"http://id.loc.gov/vocabulary/iso639-2/nzi","nzi","Nzima"
"http://id.loc.gov/vocabulary/iso639-2/oci","oci","Occitan (post 1500)"
"http://id.loc.gov/vocabulary/iso639-2/arc","arc","Official Aramaic (700-300 BCE)"
"http://id.loc.gov/vocabulary/iso639-2/oji","oji","Ojibwa"
"http://id.loc.gov/vocabulary/iso639-2/ori","ori","Oriya"
"http://id.loc.gov/vocabulary/iso639-2/orm","orm","Oromo"
"http://id.loc.gov/vocabulary/iso639-2/osa","osa","Osage"
"http://id.loc.gov/vocabulary/iso639-2/oss","oss","Ossetian"
"http://id.loc.gov/vocabulary/iso639-2/oto","oto","Otomian languages"
"http://id.loc.gov/vocabulary/iso639-2/pal","pal","Pahlavi"
"http://id.loc.gov/vocabulary/iso639-2/pau","pau","Palauan"
"http://id.loc.gov/vocabulary/iso639-2/pli","pli","Pali"
"http://id.loc.gov/vocabulary/iso639-2/pam","pam","Pampanga"
"http://id.loc.gov/vocabulary/iso639-2/pag","pag","Pangasinan"
"http://id.loc.gov/vocabulary/iso639-2/pan","pan","Panjabi"
"http://id.loc.gov/vocabulary/iso639-2/pap","pap","Papiamento"
"http://id.loc.gov/vocabulary/iso639-2/paa","paa","Papuan languages"
"http://id.loc.gov/vocabulary/iso639-2/nso","nso","Pedi"
"http://id.loc.gov/vocabulary/iso639-2/per","per","Persian"
"http://id.loc.gov/vocabulary/iso639-2/fas","fas","Persian"
"http://id.loc.gov/vocabulary/iso639-2/peo","peo","Persian, Old (ca.600-400 B.C.)"
"http://id.loc.gov/vocabulary/iso639-2/phi","phi","Philippine languages"
"http://id.loc.gov/vocabulary/iso639-2/phn","phn","Phoenician"
"http://id.loc.gov/vocabulary/iso639-2/pon","pon","Pohnpeian"
"http://id.loc.gov/vocabulary/iso639-2/pol","pol","Polish"
"http://id.loc.gov/vocabulary/iso639-2/por","por","Portuguese"
"http://id.loc.gov/vocabulary/iso639-2/pra","pra","Prakrit languages"
"http://id.loc.gov/vocabulary/iso639-2/pro","pro","Provençal, Old (to 1500)"
"http://id.loc.gov/vocabulary/iso639-2/pus","pus","Pushto"
"http://id.loc.gov/vocabulary/iso639-2/que","que","Quechua"
"http://id.loc.gov/vocabulary/iso639-2/raj","raj","Rajasthani"
"http://id.loc.gov/vocabulary/iso639-2/rap","rap","Rapanui"
"http://id.loc.gov/vocabulary/iso639-2/rar","rar","Rarotongan"
"http://id.loc.gov/vocabulary/iso639-2/roa","roa","Romance languages"
"http://id.loc.gov/vocabulary/iso639-2/rum","rum","Romanian"
"http://id.loc.gov/vocabulary/iso639-2/ron","ron","Romanian"
"http://id.loc.gov/vocabulary/iso639-2/roh","roh","Romansh"
"http://id.loc.gov/vocabulary/iso639-2/rom","rom","Romany"
"http://id.loc.gov/vocabulary/iso639-2/run","run","Rundi"
"http://id.loc.gov/vocabulary/iso639-2/rus","rus","Russian"
"http://id.loc.gov/vocabulary/iso639-2/sal","sal","Salishan languages"
"http://id.loc.gov/vocabulary/iso639-2/sam","sam","Samaritan Aramaic"
